dispatching_base_num,pickup_datetime,dropOff_datetime,PUlocationID,DOlocationID,SR_Flag,Affiliated_base_number
B00221,2019-01-01 00:19:16,2019-01-01 00:26:38,,265.0,,B00221
B00221,2019-01-01 00:30:23,2019-01-01 00:52:40,,265.0,,B00221
B00221,2019-01-01 00:08:29,2019-01-01 00:08:31,,265.0,,B00221
B00221,2019-01-01 00:42:38,2019-01-01 00:42:42,,265.0,,B00221
B00221,2019-01-01 00:01:28,2019-01-01 00:15:53,,265.0,,B00221
B00225,2019-01-01 00:21:31,2019-01-01 00:34:37,,265.0,,B00225
B00225,2019-01-01 00:24:28,2019-01-01 00:54:49,,265.0,,B00225
B00225,2019-01-01 00:25:27,2019-01-01 00:46:20,,265.0,,B00225
B00227,2019-01-01 00:21:00,2019-01-01 01:55:55,,,,B00227
B00227,2019-01-01 00:45:00,2019-01-01 01:35:51,,,,B00227
B00248,2019-01-01 00:29:00,2019-01-01 00:40:14,,265.0,,B00248
B00248,2019-01-01 00:43:54,2019-01-01 00:56:06,,265.0,,B00248
B00248,2019-01-01 00:13:08,2019-01-01 00:22:55,,265.0,,B00248
B00248,2019-01-01 00:30:31,2019-01-01 00:40:12,,265.0,,B00248
B00248,2019-01-01 00:46:12,2019-01-01 00:57:37,,265.0,,B00248
B00248,2019-01-01 00:02:34,2019-01-01 00:11:29,,265.0,,B00248
B00248,2019-01-01 00:13:45,2019-01-01 00:34:42,,265.0,,B00248
B00248,2019-01-01 00:16:00,2019-01-01 00:40:05,,265.0,,B00248
B00248,2019-01-01 00:52:07,2019-01-01 01:03:43,,265.0,,B00248
B00248,2019-01-01 00:57:02,2019-01-01 01:03:34,,265.0,,B00248
B00248,2019-01-01 00:55:53,2019-01-01 01:02:13,,265.0,,B00248
B00248,2019-01-01 00:02:45,2019-01-01 00:11:41,,265.0,,B00248
B00248,2019-01-01 00:38:02,2019-01-01 01:03:17,,265.0,,B00248
B00248,2019-01-01 00:04:35,2019-01-01 00:13:40,,265.0,,B00248
B00248,2019-01-01 00:18:46,2019-01-01 00:29:48,,265.0,,B00248
B00248,2019-01-01 00:14:13,2019-01-01 00:32:21,,265.0,,B00248
B00248,2019-01-01 00:07:38,2019-01-01 00:19:05,,265.0,,B00248
B00248,2019-01-01 00:41:20,2019-01-01 00:47:40,,265.0,,B00248
B00248,2019-01-01 00:53:50,2019-01-01 01:00:12,,265.0,,B00248
B00248,2019-01-01 00:10:31,2019-01-01 00:22:58,,265.0,,B00248
B00248,2019-01-01 00:55:11,2019-01-01 01:01:52,,265.0,,B00248
B00248,2019-01-01 00:36:47,2019-01-01 00:44:59,,265.0,,B00248
B00248,2019-01-01 00:09:51,2019-01-01 00:20:00,,265.0,,B00248
B00248,2019-01-01 00:36:35,2019-01-01 00:42:56,,265.0,,B00248
B00248,2019-01-01 00:51:07,2019-01-01 01:01:24,,265.0,,B00248
B00248,2019-01-01 00:26:56,2019-01-01 00:43:43,,265.0,,B00248
B00248,2019-01-01 00:11:09,2019-01-01 00:20:59,,265.0,,B00248
B00248,2019-01-01 00:52:34,2019-01-01 01:01:06,,265.0,,B00248
B00248,2019-01-01 00:17:44,2019-01-01 00:24:03,,265.0,,B00248
B00248,2019-01-01 00:00:10,2019-01-01 00:33:26,,265.0,,B00248
B00248,2019-01-01 00:06:00,2019-01-01 00:36:23,,265.0,,B00248
B00248,2019-01-01 00:57:00,2019-01-01 01:33:54,,265.0,,B00248
B00254,2019-01-01 00:33:03,2019-01-01 01:37:24,140.0,52.0,,B02356
B00254,2019-01-01 00:03:00,2019-01-01 00:34:25,141.0,237.0,,B00254
B00254,2019-01-01 00:45:48,2019-01-01 01:26:01,237.0,236.0,,B00254
B00254,2019-01-01 00:37:39,2019-01-01 01:44:59,162.0,85.0,,B00254
B00254,2019-01-01 00:35:06,2019-01-01 01:30:21,237.0,246.0,,B00254
B00254,2019-01-01 00:55:23,2019-01-01 01:48:27,145.0,224.0,,B02882
B00254,2019-01-01 00:49:23,2019-01-01 01:38:38,261.0,14.0,,B02994
B00254,2019-01-01 00:11:10,2019-01-01 00:44:31,162.0,233.0,,B00254
B00254,2019-01-01 00:00:06,2019-01-01 00:32:21,13.0,87.0,,B00254
B00254,2019-01-01 00:36:32,2019-01-01 01:35:54,249.0,236.0,,B00254
B00254,2019-01-01 00:15:15,2019-01-01 00:54:49,236.0,229.0,,B00254
B00256,2019-01-01 00:52:40,2019-01-01 01:31:32,,,,B00256
B00256,2019-01-01 00:53:33,2019-01-01 01:17:27,,,,B00256
B00256,2019-01-01 00:10:28,2019-01-01 00:24:49,,,,B00256
B00256,2019-01-01 00:17:11,2019-01-01 00:46:30,,,,B00256
B00256,2019-01-01 00:31:08,2019-01-01 01:06:28,,,,B00256
B00256,2019-01-01 00:39:26,2019-01-01 01:21:16,,,,B00256
B00256,2019-01-01 00:21:35,2019-01-01 00:42:28,,,,B00256
B00256,2019-01-01 00:31:31,2019-01-01 01:15:57,,,,B00256
B00256,2019-01-01 00:08:22,2019-01-01 00:32:19,,,,B00256
B00256,2019-01-01 00:19:10,2019-01-01 00:37:04,,,,B00256
B00256,2019-01-01 00:55:38,2019-01-01 01:25:50,,,,B00256
B00256,2019-01-01 00:24:35,2019-01-01 00:49:44,,,,B00256
B00256,2019-01-01 00:05:23,2019-01-01 00:32:29,,,,B00256
B00256,2019-01-01 00:53:18,2019-01-01 01:50:14,,,,B00256
B00256,2019-01-01 00:08:50,2019-01-01 00:44:16,,,,B00256
B00256,2019-01-01 00:11:46,2019-01-01 00:42:56,,,,B00256
B00256,2019-01-01 00:45:21,2019-01-01 01:25:31,,,,B00256
B00256,2019-01-01 00:58:03,2019-01-01 02:15:50,,,,B00256
B00256,2019-01-01 00:11:24,2019-01-01 00:21:12,,,,B00256
B00256,2019-01-01 00:50:48,2019-01-01 01:04:07,,,,B00256
B00256,2019-01-01 00:08:13,2019-01-01 00:11:55,,,,B00256
B00256,2019-01-01 00:30:06,2019-01-01 00:48:43,,,,B00256
B00256,2019-01-01 00:20:21,2019-01-01 00:45:48,,,,B00256
B00256,2019-01-01 00:24:23,2019-01-01 00:50:27,,,,B00256
B00256,2019-01-01 00:30:59,2019-01-01 00:58:04,,,,B00256
B00256,2019-01-01 00:33:01,2019-01-01 00:34:37,,,,B00256
B00256,2019-01-01 00:21:25,2019-01-01 00:45:36,,,,B00256
B00256,2019-01-01 00:31:25,2019-01-01 01:10:18,,,,B00256
B00256,2019-01-01 00:34:12,2019-01-01 01:14:48,,,,B00256
B00256,2019-01-01 00:16:31,2019-01-01 00:34:40,,,,B00256
B00256,2019-01-01 00:41:12,2019-01-01 01:15:03,,,,B00256
B00256,2019-01-01 00:13:22,2019-01-01 00:19:42,,,,B00256
B00256,2019-01-01 00:27:56,2019-01-01 00:51:34,,,,B00256
B00256,2019-01-01 00:26:16,2019-01-01 00:32:43,,,,B00256
B00256,2019-01-01 00:44:35,2019-01-01 00:58:51,,,,B00256
B00256,2019-01-01 00:19:09,2019-01-01 00:24:37,,,,B00256
B00256,2019-01-01 00:50:11,2019-01-01 01:07:26,,,,B00256
B00256,2019-01-01 00:13:41,2019-01-01 00:14:49,,,,B00256
B00256,2019-01-01 00:26:31,2019-01-01 00:31:20,,,,B00256
B00272,2019-01-01 00:15:00,2019-01-01 00:45:33,,,,B00272
B00280,2019-01-01 00:47:08,2019-01-02 01:25:49,,,,B00280
B00280,2019-01-01 00:43:53,2019-01-01 01:22:55,,,,B00280
B00280,2019-01-01 00:19:43,2019-01-02 01:02:21,,,,B00280
B00280,2019-01-01 00:31:37,2019-01-01 00:32:07,,,,B00280
B00280,2019-01-01 00:45:27,2019-01-01 01:40:57,,,,B00280
B00280,2019-01-01 00:43:35,2019-01-01 01:45:31,,,,B00280
B00280,2019-01-01 00:28:49,2019-01-01 00:36:34,,,,B00280
B00310,2019-01-01 00:48:40,2019-01-01 01:05:01,,265.0,,B00310
B00310,2019-01-01 00:11:17,2019-01-01 00:19:25,,265.0,,B00310
B00310,2019-01-01 00:26:10,2019-01-01 00:34:57,,265.0,,B00310
B00310,2019-01-01 00:40:08,2019-01-01 00:50:06,,265.0,,B00310
B00310,2019-01-01 00:58:44,2019-01-01 01:21:13,,265.0,,B00310
B00310,2019-01-01 00:46:10,2019-01-01 00:53:18,,265.0,,B00310
B00310,2019-01-01 00:59:36,2019-01-01 01:25:12,,265.0,,B00310
B00310,2019-01-01 00:11:04,2019-01-01 00:21:54,,265.0,,B00310
B00310,2019-01-01 00:54:38,2019-01-01 01:08:48,,265.0,,B00310
B00310,2019-01-01 00:12:33,2019-01-01 00:17:04,,265.0,,B00310
B00310,2019-01-01 00:22:28,2019-01-01 00:29:36,,265.0,,B00310
B00310,2019-01-01 00:36:21,2019-01-01 00:47:12,,265.0,,B00310
B00310,2019-01-01 00:00:44,2019-01-01 00:17:07,,265.0,,B00310
B00318,2019-01-01 00:21:30,2019-01-01 00:29:41,,265.0,,B00318
B00318,2019-01-01 00:33:41,2019-01-01 00:43:30,,265.0,,B00318
B00318,2019-01-01 00:50:39,2019-01-01 01:00:10,,265.0,,B00318
B00318,2019-01-01 00:28:48,2019-01-01 00:33:48,,265.0,,B00318
B00346,2019-01-01 00:45:00,2019-01-01 00:55:00,,,,B00346
B00346,2019-01-01 00:25:00,2019-01-01 00:30:00,,,,B00346
B00350,2019-01-01 00:35:03,2019-01-01 00:38:25,,265.0,,B00350
B00350,2019-01-01 00:41:29,2019-01-01 00:50:55,,265.0,,B00350
B00350,2019-01-01 00:49:34,2019-01-01 00:56:27,,265.0,,B00350
B00350,2019-01-01 00:31:20,2019-01-01 00:34:56,,265.0,,B00350
B00350,2019-01-01 00:54:13,2019-01-01 01:00:32,,265.0,,B00350
B00350,2019-01-01 00:27:38,2019-01-01 00:42:40,,265.0,,B00350
B00350,2019-01-01 00:49:45,2019-01-01 01:00:27,,265.0,,B00350
B00445,2019-01-01 00:32:02,2019-01-01 00:56:51,145.0,16.0,,B00445
B00445,2019-01-01 00:25:50,2019-01-01 00:33:58,171.0,15.0,,B00445
B00445,2019-01-01 00:45:47,2019-01-01 01:03:04,252.0,82.0,,B00445
B00445,2019-01-01 00:36:25,2019-01-01 01:00:17,265.0,92.0,,B00445
B00445,2019-01-01 00:53:37,2019-01-01 01:37:09,229.0,15.0,,B00445
B00445,2019-01-01 00:36:15,2019-01-01 00:48:39,171.0,16.0,,B00445
B00445,2019-01-01 00:28:34,2019-01-01 00:39:40,16.0,252.0,,B00445
B00445,2019-01-01 00:12:32,2019-01-01 00:12:36,252.0,70.0,,B00445
B00445,2019-01-01 00:45:07,2019-01-01 01:03:57,265.0,252.0,,B00445
B00445,2019-01-01 00:20:36,2019-01-01 00:29:34,252.0,16.0,,B00445
B00445,2019-01-01 00:36:16,2019-01-01 00:59:25,16.0,223.0,,B00445
B00446,2019-01-01 00:23:23,2019-01-01 00:38:58,143.0,,,B00446
B00446,2019-01-01 00:23:39,2019-01-01 01:02:48,142.0,,,B00446
B00446,2019-01-01 00:54:13,2019-01-01 01:11:05,237.0,,,B00446
B00448,2019-01-01 00:02:06,2019-01-01 00:44:54,,,,B00448
B00448,2019-01-01 00:01:58,2019-01-01 00:34:56,,,,B00448
B00448,2019-01-01 00:03:49,2019-01-01 00:04:03,,,,B00448
B00448,2019-01-01 00:42:08,2019-01-01 01:00:50,,,,B00448
B00448,2019-01-01 00:30:35,2019-01-01 00:39:31,,,,B00448
B00448,2019-01-01 00:34:51,2019-01-01 00:43:34,,,,B02382
B00448,2019-01-01 00:11:51,2019-01-01 00:20:24,,,,B00448
B00448,2019-01-01 00:00:44,2019-01-01 00:26:34,,,,B00448
B00457,2019-01-01 00:05:41,2019-01-01 00:07:01,,265.0,,B00457
B00457,2019-01-01 00:21:34,2019-01-01 00:23:40,,265.0,,B00457
B00457,2019-01-01 00:14:08,2019-01-01 00:25:03,,265.0,,B00457
B00457,2019-01-01 00:33:33,2019-01-01 00:42:29,,265.0,,B00457
B00459,2019-01-01 00:18:19,2019-01-01 00:25:00,,265.0,,B00459
B00459,2019-01-01 00:31:47,2019-01-01 00:36:49,,265.0,,B00459
B00459,2019-01-01 00:43:14,2019-01-01 00:56:57,,265.0,,B00459
B00459,2019-01-01 00:35:10,2019-01-01 00:40:11,,265.0,,B00459
B00472,2019-01-01 00:44:25,2019-01-01 01:05:14,,,,B00472
B00472,2019-01-01 00:58:23,2019-01-01 01:56:09,,,,B00472
B00477,2019-01-01 00:15:35,2019-01-01 00:15:55,,237.0,,B00477
B00477,2019-01-01 00:01:19,2019-01-01 00:06:37,,162.0,,B00477
B00477,2019-01-01 00:49:17,2019-01-01 01:33:56,,,,B00477
B00477,2019-01-01 00:40:25,2019-01-01 00:40:41,,75.0,,B00477
B00477,2019-01-01 00:26:09,2019-01-01 00:28:53,,238.0,,B00477
B00536,2019-01-01 00:46:00,2019-01-01 00:49:00,,265.0,,B00536
B00552,2019-01-01 00:30:00,2019-01-01 02:28:00,,,,B03146
B00608,2019-01-01 00:50:06,2019-01-01 01:33:10,,,,B00608
B00619,2019-01-01 00:51:05,2019-01-01 01:17:18,,265.0,,B00619
B00619,2019-01-01 00:16:43,2019-01-01 00:29:24,,265.0,,B60019
B00619,2019-01-01 00:30:59,2019-01-01 00:46:42,,265.0,,B60019
B00619,2019-01-01 00:37:06,2019-01-01 00:47:08,,265.0,,B00619
B00619,2019-01-01 00:56:11,2019-01-01 01:24:32,,265.0,,B00619
B00628,2019-01-01 00:45:35,2019-01-01 01:36:24,88.0,98.0,,B00628
B00628,2019-01-01 00:07:14,2019-01-01 00:36:29,87.0,74.0,,B02884
B00647,2019-01-01 00:15:58,2019-01-01 00:21:51,,265.0,,B00647
B00647,2019-01-01 00:29:03,2019-01-01 00:42:04,,265.0,,B00647
B00647,2019-01-01 00:01:47,2019-01-01 00:05:18,,265.0,,B00647
B00647,2019-01-01 00:12:26,2019-01-01 00:18:26,,265.0,,B00647
B00647,2019-01-01 00:24:05,2019-01-01 00:30:22,,265.0,,B00647
B00647,2019-01-01 00:37:53,2019-01-01 00:52:15,,265.0,,B00647
B00647,2019-01-01 00:58:55,2019-01-01 01:02:00,,265.0,,B00647
B00647,2019-01-01 00:18:25,2019-01-01 00:38:45,,265.0,,B00647
B00647,2019-01-01 00:41:22,2019-01-01 00:46:04,,265.0,,B00647
B00647,2019-01-01 00:33:42,2019-01-01 00:38:14,,265.0,,B00647
B00647,2019-01-01 00:43:53,2019-01-01 00:49:01,,265.0,,B00647
B00647,2019-01-01 00:55:06,2019-01-01 00:58:40,,265.0,,B00647
B00647,2019-01-01 00:15:53,2019-01-01 00:21:11,,265.0,,B00647
B00647,2019-01-01 00:43:15,2019-01-01 00:58:07,,265.0,,B00647
B00647,2019-01-01 00:54:10,2019-01-01 01:14:30,,265.0,,B00647
B00647,2019-01-01 00:21:40,2019-01-01 00:36:27,,265.0,,B00647
B00647,2019-01-01 00:17:59,2019-01-01 00:33:59,,265.0,,B00647
B00647,2019-01-01 00:14:11,2019-01-01 00:29:29,,265.0,,B00647
B00647,2019-01-01 00:44:39,2019-01-01 01:03:24,,265.0,,B00647
B00647,2019-01-01 00:57:02,2019-01-01 01:13:02,,265.0,,B00647
B00647,2019-01-01 00:16:01,2019-01-01 00:37:02,,265.0,,B00647
B00647,2019-01-01 00:58:57,2019-01-01 01:17:56,,265.0,,B00647
B00647,2019-01-01 00:06:03,2019-01-01 00:11:22,,265.0,,B00647
B00647,2019-01-01 00:39:37,2019-01-01 01:03:31,,265.0,,B00647
B00647,2019-01-01 00:06:06,2019-01-01 00:12:19,,265.0,,B00647
B00647,2019-01-01 00:27:18,2019-01-01 00:30:58,,265.0,,B00647
B00647,2019-01-01 00:40:57,2019-01-01 00:50:54,,265.0,,B00647
B00652,2019-01-01 00:07:29,2019-01-01 00:13:38,,61.0,,B00652
B00693,2019-01-01 00:50:42,2019-01-01 00:51:34,,265.0,,B00693
B00706         ,2019-01-01 00:20:06,2019-01-01 00:27:45,206.0,206.0,,B00706         
B00706         ,2019-01-01 00:31:34,2019-01-01 00:46:20,221.0,206.0,,B00706         
B00706         ,2019-01-01 00:58:55,2019-01-01 01:32:00,206.0,156.0,,B00706         
B00706         ,2019-01-01 00:33:42,2019-01-01 00:38:37,245.0,206.0,,B00706         
B00756,2019-01-01 00:07:00,2019-01-01 00:24:00,,,,B00756
B00756,2019-01-01 00:41:00,2019-01-01 00:55:00,,,,B00756
B00756,2019-01-01 00:27:00,2019-01-01 00:37:00,,,,B02682
B00756,2019-01-01 00:49:00,2019-01-01 00:54:00,,,,B02682
B00756,2019-01-01 00:32:00,2019-01-01 00:40:00,,,,B00756
B00756,2019-01-01 00:48:00,2019-01-01 00:52:00,,,,B00756
B00789,2019-01-01 00:27:24,2019-01-01 00:36:58,,,,B00789
B00789,2019-01-01 00:10:35,2019-01-02 00:41:27,,,,B00789
B00789,2019-01-01 00:13:20,2019-01-02 00:39:00,,,,B00789
B00789,2019-01-01 00:29:58,2019-01-02 01:07:49,,,,B00789
B00789,2019-01-01 00:14:23,2019-01-02 00:42:04,,,,B00789
B00789,2019-01-01 00:03:55,2019-01-02 00:30:36,,,,B00789
B00821,2019-01-01 00:23:42,2019-01-01 00:42:51,,265.0,,B01469
B00821,2019-01-01 00:01:18,2019-01-01 00:08:09,,265.0,,B00821
B00821,2019-01-01 00:25:58,2019-01-01 00:29:36,,265.0,,B00459
B00821,2019-01-01 00:40:04,2019-01-01 00:46:42,,265.0,,B00459
B00821,2019-01-01 00:51:20,2019-01-01 01:00:52,,265.0,,B00459
B00821,2019-01-01 00:28:09,2019-01-01 00:46:37,,265.0,,B01469
B00821,2019-01-01 00:36:23,2019-01-01 00:53:21,,265.0,,B01469
B00821,2019-01-01 00:29:12,2019-01-01 00:32:21,,265.0,,B01469
B00821,2019-01-01 00:39:08,2019-01-01 00:41:04,,265.0,,B01469
B00821,2019-01-01 00:20:37,2019-01-01 00:22:16,,265.0,,B01553
B00821,2019-01-01 00:05:35,2019-01-01 00:07:11,,265.0,,B00821
B00821,2019-01-01 00:32:58,2019-01-01 00:36:19,,265.0,,B00821
B00821,2019-01-01 00:45:44,2019-01-01 00:47:21,,265.0,,B00821
B00821,2019-01-01 00:31:45,2019-01-01 00:39:37,,265.0,,B01469
B00821,2019-01-01 00:46:05,2019-01-01 01:03:00,,265.0,,B01469
B00821,2019-01-01 00:10:24,2019-01-01 00:14:35,,265.0,,B00821
B00821,2019-01-01 00:23:30,2019-01-01 00:50:09,,265.0,,B00821
B00821,2019-01-01 00:04:00,2019-01-01 00:30:03,,265.0,,B00821
B00821,2019-01-01 00:36:32,2019-01-01 00:47:34,,265.0,,B00821
B00823,2019-01-01 00:13:30,2019-01-01 00:32:16,181.0,61.0,,B02674
B00823,2019-01-01 00:42:45,2019-01-01 00:55:16,181.0,,,B02674
B00823,2019-01-01 00:53:20,2019-01-01 01:21:47,181.0,,,B02674
B00823,2019-01-01 00:15:39,2019-01-01 01:26:51,257.0,,,B02207
B00823,2019-01-01 00:30:05,2019-01-01 00:56:33,195.0,211.0,,B02213
B00823,2019-01-01 00:22:47,2019-01-01 00:43:51,181.0,,,B02879
B00823,2019-01-01 00:20:00,2019-01-01 01:00:24,138.0,257.0,,B02138
B00823,2019-01-01 00:20:00,2019-01-01 00:45:20,181.0,65.0,,B02207
B00823,2019-01-01 00:31:11,2019-01-01 01:29:52,25.0,39.0,,B02207
B00823,2019-01-01 00:15:00,2019-01-01 00:30:43,89.0,181.0,,B02207
B00823,2019-01-01 00:30:33,2019-01-01 00:54:55,181.0,,,B02207
B00837,2019-01-01 00:33:34,2019-01-01 01:16:37,,,,B00837
B00837,2019-01-01 00:56:51,2019-01-01 04:50:58,,,,B00837
B00856,2019-01-01 00:07:20,2019-01-01 00:27:50,,265.0,,B02788
B00856,2019-01-01 00:38:32,2019-01-01 00:41:08,,265.0,,B02788
B00856,2019-01-01 00:48:19,2019-01-01 00:59:26,,265.0,,B02788
B00856,2019-01-01 00:11:14,2019-01-01 00:15:59,,265.0,,B01949
B00856,2019-01-01 00:21:40,2019-01-01 00:38:54,,265.0,,B01949
B00856,2019-01-01 00:50:34,2019-01-01 01:02:27,,265.0,,B01949
B00856,2019-01-01 00:20:53,2019-01-01 00:34:33,,265.0,,B02765
B00856,2019-01-01 00:40:07,2019-01-01 00:58:11,,265.0,,B02765
B00856,2019-01-01 00:34:08,2019-01-01 00:35:00,,265.0,,B01949
B00856,2019-01-01 00:43:43,2019-01-01 01:08:07,,265.0,,B01949
B00856,2019-01-01 00:13:28,2019-01-01 00:33:04,,265.0,,B00856
B00856,2019-01-01 00:53:00,2019-01-01 01:15:45,,265.0,,B00856
B00856,2019-01-01 00:41:56,2019-01-01 00:48:06,,265.0,,B02844
B00856,2019-01-01 00:42:53,2019-01-01 00:49:37,,265.0,,B02875
B00856,2019-01-01 00:19:14,2019-01-01 01:28:02,,265.0,,B00856
B00856,2019-01-01 00:30:15,2019-01-01 00:43:27,,265.0,,B00856
B00856,2019-01-01 00:34:59,2019-01-01 00:39:49,,265.0,,B02682
B00856,2019-01-01 00:45:04,2019-01-01 00:58:49,,265.0,,B02682
B00856,2019-01-01 00:25:08,2019-01-01 00:34:34,,265.0,,B01469
B00856,2019-01-01 00:52:26,2019-01-01 01:07:26,,265.0,,B00856
B00856,2019-01-01 00:13:28,2019-01-01 00:28:29,,265.0,,B02764
B00856,2019-01-01 00:41:18,2019-01-01 02:15:39,,265.0,,B02764
B00856,2019-01-01 00:35:27,2019-01-01 00:41:26,,265.0,,B02682
B00856,2019-01-01 00:13:38,2019-01-01 00:21:25,,265.0,,B02765
B00856,2019-01-01 00:31:56,2019-01-01 00:33:14,,265.0,,B02765
B00856,2019-01-01 00:42:15,2019-01-01 00:51:23,,265.0,,B02765
B00856,2019-01-01 00:16:19,2019-01-01 00:22:38,,265.0,,B02864
B00856,2019-01-01 00:40:09,2019-01-01 00:55:02,,265.0,,B02765
B00856,2019-01-01 00:19:09,2019-01-01 00:28:45,,265.0,,B02866
B00856,2019-01-01 00:33:13,2019-01-01 00:41:26,,265.0,,B02866
B00856,2019-01-01 00:59:29,2019-01-01 01:09:55,,265.0,,B02866
B00856,2019-01-01 00:22:21,2019-01-01 00:28:59,,265.0,,B00856
B00856,2019-01-01 00:53:11,2019-01-01 01:03:59,,265.0,,B00856
B00856,2019-01-01 00:44:56,2019-01-01 01:09:21,,265.0,,B02878
B00856,2019-01-01 00:37:06,2019-01-01 00:58:07,,265.0,,B02765
B00856,2019-01-01 00:29:04,2019-01-01 00:33:58,,265.0,,B02871
B00856,2019-01-01 00:13:00,2019-01-01 00:37:03,,265.0,,B02765
B00856,2019-01-01 00:35:00,2019-01-01 00:45:05,,265.0,,B02765
B00856,2019-01-01 00:37:00,2019-01-01 01:00:20,,265.0,,B02765
B00856,2019-01-01 00:39:00,2019-01-01 00:52:08,,265.0,,B02871
B00856,2019-01-01 00:32:43,2019-01-01 00:48:01,,265.0,,B02835
B00856,2019-01-01 00:58:28,2019-01-01 01:14:28,,265.0,,B02835
